Question,Answer
Como faco para cancelar um titulo de capitalizacao,\Voce pode cancelar seu titulo de capitalizacao no mesmo canal em que foi adquirido Fone Facil Autoatendimento e Internet Banking ou em qualquer Agencia da Rede Bradesco \
Por que minha compra com o cartao de credito nao foi autorizada,\As compras parceladas comprometem o limite do cartao de credito pelo valor total da transacao O limite de compras e restabelecido proporcionalmente conforme o pagamento das parcelas Veja aqui como consultar o limite de credito Para cartoes American Express entre em contato com Servicos de Atendimento a Associados \
Ha limites de valores ou restricoes de horario para transacoes feitas pelo celular,\Sim Os limites e horarios sao diferenciados de acordo com a midia a ser utilizada e dispositivo de seguranca vinculado a conta Para saber mais contate o Fone facil ou as agencias \
Tenho conta conjunta E possivel usar o Token no Celular,\Sim Cada titular tem seu dispositivo de seguranca e portanto pode permanecer com aquele que preferir MToken Token ou TAN Code Com o Token no Celular voce aumenta o limite de transferencia entre Contas Bradesco e para Outros Bancos DOCTED e tambem realiza o cadastramento de contas sem precisar ir a agencia Saiba mais como cadastrar chave de seguranca no celular Somente e permitido o cadastro de 1 dispositivo por CPF nbsp \
Apos acessar o Internet Banking ja posso fazer transacoes ou preciso solicitar a liberacao dos servicos,\Para fazer algumas transacoes voce precisa solicitar a liberacao pelo Fone Facil ou em sua agencia Sao elas \
Como faco para consultar comprovantes de transacoes pelo Internet Banking,\Voce pode consultar salvar e imprimir 2 via de comprovantes pelo Internet Banking Acesse sua conta e escolha as opcoes Outros Servicos gt Comprovantes 2 via \
Qual a funcao do depositario,\O depositario e um banco que faz transferencia de acoes em conjunto com um programa depositario de recibos incluindo a emissao e o cancelamento de ADRs manutencao de registro dos acionistas distribuicao dos dividendos pagos em dolares servicos de AGO e execucao de atividades da companhia \
Todas as opcoes de CDB tem liquidez diaria,\Com excecao do CDB prefixado as demais categorias de CDB tem liquidez diaria porem estarao sujeitos a incidencia do IOF quando o resgate for efetuado antes de 30 dias decorridos da data da aplicacao \
O que e e como funciona um Fundo de Investimentos,\Um Fundo de Investimentos e uma aplicacao financeira que reune recursos de pessoas fisicas ou juridicas aplicando estes recursos no mercado para maximizar o retorno aos investidores cotistas A soma das aplicacoes individuais de cada um dos cotistas constitui o patrimonio do fundo Entenda aqui como funciona um fundo de acordo com as diversas modalidades oferecidas pelo Bradesco \
Tenho uma conta salario Posso ter limite de emprestimo e cheque especial,\Nao e possivel contratar limites de emprestimo ou cheque especial mas voce pode verificar com a sua empresa se ha contrato para credito consignado \
Quais sao os servicos disponiveis para o Detran do Rio de Janeiro,\Clique aqui e conheca todos os servicos disponiveis para o Detran RJ nbsp \
O que e Opcao de Compra nas operacoes de Leasing,\E a opcao na qual a propriedade do bem e transferida ao cliente apos o termino do contrato e cumprimento de todas as obrigacoes \
O cliente paga tarifa ao sacar no Banco24Horas,\Para clientes Pessoa Fisica que possuem Cestas de Servicos o Bradesco igualou as franquias das transacoes de saque e extrato de ContaCorrente realizadas nas maquinas de Autoatendimento Bradesco e Banco24Horas deste modo agora a franquia dessas transacoes e unica e pode ser utilizada tanto na Rede Bradesco Dia amp Noite quanto na Rede Banco24HorasDemais clientes consultar tabela de tarifas vigente  O cliente paga tarifa ao sacar no Banco 24 Horas Cesta de servicisCesta de servicis  \
Como funciona o parcelamento da fatura do cartao de credito Bradesco,\O parcelamento de fatura e a melhor opcao para pagar as despesas do seu cartao de credito  com a menor taxa de financiamento voce parcela o saldo da fatura em ate 24 vezes fixasPara contratar ligue para o Fone Facil e escolha a opcao 6 do atendimento eletronico \
Por quanto tempo meus extratos ficam disponiveis no Internet Banking,\Seus extratos ficam disponiveis por 5 anos Para recebelos diretamente no email voce pode cadastrarse no Infoemail \
O teclado virtual nao aparece O que devo fazer,\Em 17012008 foi finalizada a implantacao que torna o uso do aplicativo Java desnecessario para o carregamento do teclado virtual no login e nas transacoes Desta forma esse tipo de problema nao deve mais ocorrer Caso nao esteja visualizando o teclado virtual ligue para 3003 0237 capitais e regioes metropolitanas ou 0800 701 0237 demais regioes de segunda a sextafeira das 6h30 as 0h e sabados e feriados das 8h as 22h  horario de Brasilia \
Como faco uma transferencia DOC  Documento de Ordem de Credito,\Voce pode transferir pelo Internet Banking Bradesco Celular Fone Facil nas Maquinas de Autoatendimento ou em qualquer Agencia Bradesco Confira aqui a tabela de horarios e limites e ou saiba mais sobre transferencias \
Qual o prazo maximo de uma operacao de Limite de Credito Pessoal,\Ate 48 meses \
Qual e a taxa que rentabiliza o CDB Facil Bradesco,\O CDB Facil Bradesco e uma modalidade posfixada rentabilizado por um percentual do CDI definido na hora da aplicacao Saiba mais aqui na aba CDB Facil \
Todo o pedido de sustacao e enviado ao cartorio no mesmo dia da solicitacao,\Os pedidos de sustacao feitos pelo Bradesco Net Empresa ou nas Agencias Bradesco ate as 15 horas sao encaminhados no mesmo dia da solicitacao para que o cartorio providencie a baixa de acordo com suas exigencias locais Os pedidos feitos arquivoremessa sao disponibilizados no dia util seguinte a sua transmissao Para titulos de Cobranca Empenhada ID Prod 02 ou 07 feitos via internet ou arquivoremessa o envio tambem acontece no dia util seguinte a solicitacao \
Minha conta corrente ainda esta ativa,\Em cumprimento as normas do Banco Central nao e possivel consultar por nossos Canais Digitais se a sua contacorrente ainda esta ativa Va ate a agencia onde abriu a conta e solicite a verificacao \
Na declaracao de Imposto de Renda como faco para declarar meu plano de consorcios,\Clique aqui e saiba mais detalhes sobre como declarar \
Qual o telefone da agencia onde possuo conta,\Clique aqui para localizar o telefone da agencia por codigo de agencia ou localizacao geografica \
Como consultar o limite de credito disponivel para compras,\Para confiririr o seu limite acesse wwwbradescardcombr digite no menu superior do site a sua agencia e conta do Bradesco ou CPF caso no nao tenha conta Pode consultar tambem pelo APP Bradesco Cartoes e Bradescard ou pela Central de Atendimento em nosso atendimento eletronico \
Como eu faco para resgatar no Programa de Pontos Livelo,\Primeiramente voce devera estar com sua conta ativa no Programa de Pontos Livelo Apos isso voce podera escolher entre as inumeras opcoes sao mais de 500 mil premios no catalogo a sua preferencia Para concluir seu resgate sera enviada uma senha para o seu canal de preferencia email ou SMS celular Para conhecer o catalogo completo bem como as condicoes prazos de entrega entre outros acesse wwwlivelocombr \
Como faco para alterar a minha senha de acesso aos meus Cartoes,\Acesse seu cartao com a senha atual entre na opcao Persolizacao e Seguranca na parte superior do site e siga o passo a passo \
Como faco para solicitar um extrato das parcelas pagas ou um comprovante de pagamentos,\Clique aqui e acesse no item servicos a opcao\Extrato do Contrato\ utilize a area restritanbspcom seu CPF ou ligue para a Central de Relacionamento nos telefones 40044433 capitais e regioes metropolitanas ou 0800 722 4433 demais localidades \
Qual e o codigo ABA,\Este codigo e usado apenas por bancos norteamericanos No Brasil o codigo usado e o Swift BBDEBRSPSPO \
Como e feita a contemplacao do meu consorcio,\Todos os meses a contemplacao acontecera por sorteio pela Loteria Federal ou lance para 1 ou mais participantes de acordo com a disponibilidade financeira do grupo \
Quem pode ser Correspondente Bradesco Expresso,\Quem pode ser Correspondente Bradesco Expresso Podem ser Correspondentes Bradesco Expresso acougues armarinhos farmacias lojas de bijuterias lojas de brinquedos lojas de calcados lojas de departamento lojas de ferragens e ferramentas lojas de material eletrico lojas de produtos agropecuarios lojas de tintas lojas de vestuario e confeccoes magazines materiais de construcao minimercados moveis e eletrodomesticos padarias perfumarias sacoloeshortifrutigranjeiras e supermercados Se o seu estabelecimento nao se enquadra em um desses ramos va ate uma Agencia Bradesco \
Como cancelo o envio dos extratos pelo correio,\Basta acessar sua conta pela internet e escolher as opcoes Saldos e Extratos gt Extrato Unificado gt Cancelar Extrato Se preferir ligue para o Fone Facil ou va ate sua agencia \
Qual o valor maximo para emprestimo Credito Pessoal,\Nao ha limite O valor e estabelecido com base na analise de credito e capacidade de pagamento do cliente \
O que e LeaseBack,\E uma operacao de leasing exclusiva para pessoa juridica no qual o fornecedor do bem e o proprio cliente ou seja e a venda de bem do ativo imobilizado \
Se o saldo da minha conta estiver vinculado ha como fazer aplicacao,\A aplicacao so pode ser feita com saldo disponivel em contacorrente \
Como faco para solicitar meu Certificado Digital,\Saiba aqui como gerar seu Certificado Digital \
Como faco para obter um layout do servico de Conciliacao Bancaria,\Va ate sua agencia e procure o Gerente de Relacionamento \
Onde posso obter o layout 240 Posicoes do Deposito Identificado,\Fale com o seu Gerente de Relacionamento \
Como consulto o saldo disponivel no cartao Transportes Bradesco,\Funcao prepago nbspnbspnbspnbspnbspnbspnbspnbsp Em qualquer Maquina de Autoatendimento Bradesco nbspnbspnbspnbspnbspnbspnbspnbsp Pelo site nbspwwwtransportesbradescocombr com seu usuario e senha cadastrados nbspnbspnbspnbspnbspnbspnbspnbsp Pela central de atendimento com o numero do cartao Funcao valepedagio nbspnbspnbspnbspnbspnbspnbspnbsp Pelo site wwwtransportesbradescocombr em um computador com o aparelho leitor de cartaonbspnbspnbspnbspnbspnbspnbsp \
Como e cobrado o IR para operacoes de CDB,\No CDB o imposto de renda e cobrado sobre o rendimento no dia do vencimento da aplicacao ou em casos de resgates antecipados O imposto de renda e determinado conforme o prazo de permanencia do investidor Prazo em dias ate 180 de 181 a 360 de 361 a 720 mais de 720 Aliquota 225 20 175 15 \
No caso de clientes PJ quem pode responder o questionario API,\Somente o representante legal da empresa pode responder o API Para responder via Net Empresa o representante legal precisa acessar a conta corrente como usuario Master para ter acesso ao preenchimento Ja para responder atraves da agencia Intranet gt Aplicativos gt APIC e necessario o CPF do Representante Legal \
Como sei qual investimento melhor atende minhas necessidades,\Antes de investir e realizado o seu teste voce responde ao API que mostra seu perfil de investidor Apos realizado o API voce descobrir o seu perfil de investidor os consultores estao preparados para sanar responder todas as suas duvidas entender suas necessidades e com base nisso lhe apresentarao nossas propostas de investimentos Uma de nossas propostas e inclusive a carteira recomendada onde voce podera maximizar seu rendimento \
Como reduzir os juros da minha renegociacao de dividas,\Para alterar as condicoes contratuais da sua renegociacao data de vencimento taxa quantidade de parcelas forma de pagamento entre outros dirijase a sua agencia para verificar a possibilidade \
O que devo fazer para receber cheques no exterior,\Va ate agencia detentora da conta para preencher o formulario apresentenbspo cheque original endossado juntamente com a documentacao que ampare o recebimento do valor nbspO Prazo de compensacao e de 30 a 60 dias mediante analise documental em boa ordem e favoravel A Tarifa de compensacao de cheque de motivo pensao e de USD 5000 outros motivos USD 10000 Incide IOF 038 alem de eventuais despesas do banco no exteriornbsp \
Nao reconheco uma compra realizada com o meu cartao O que devo fazer,\Clique aqui e veja como proceder Para cancelar uma despesa realizada indevidamente com seu American Express Membership Cards entre em contato com o Servico de Atendimento ao Associado \
Como faco para consultar o comprovante de uma transacao que fiz no Bradesco Celular,\Os comprovantes podem ser consultados via Internet Banking e maquinas de autoatendimento Pelo Bradesco celular tambem e possivel consultar os comprovantes de transferencias entre contas Bradesco DOC TED recarga de celular pagamento de boleto de cobranca e conta de consumo \
Como e composta a parcela mensal do meu consorcio,\A parcela mensal e composta pela soma dos percentuais do Fundo Comum do Fundo de Reserva da taxa de administracao e do seguro de vida caso tenha sido contratado \
